User,Assigned Item,Choice #,Rank,All Selections
801280,No assignment,N/A,93,No selections
801281,No assignment,N/A,91,No selections
801024,No assignment,N/A,40,No selections
801284,No assignment,N/A,78,No selections
801296,No assignment,N/A,96,No selections
801297,No assignment,N/A,80,No selections
801298,No assignment,N/A,95,No selections
801300,No assignment,N/A,102,No selections
801046,No assignment,N/A,29,No selections
801047,No assignment,N/A,69,No selections
801049,No assignment,N/A,55,No selections
801051,No assignment,N/A,44,No selections
801052,No assignment,N/A,26,No selections
2362,No assignment,N/A,31,No selections
2367,No assignment,N/A,21,No selections
800839,No assignment,N/A,25,No selections
800331,No assignment,N/A,103,No selections
800844,No assignment,N/A,13,No selections
800845,No assignment,N/A,61,No selections
800846,No assignment,N/A,20,No selections
800847,No assignment,N/A,30,No selections
2382,No assignment,N/A,5,No selections
801272,No assignment,N/A,83,No selections
800346,No assignment,N/A,4,No selections
800859,No assignment,N/A,38,No selections
800869,No assignment,N/A,59,No selections
800872,No assignment,N/A,105,No selections
800874,No assignment,N/A,42,No selections
800875,No assignment,N/A,33,No selections
1651,No assignment,N/A,8,No selections
1652,No assignment,N/A,1,No selections
800636,No assignment,N/A,11,No selections
2446,No assignment,N/A,3,No selections
800915,No assignment,N/A,50,No selections
800916,No assignment,N/A,46,No selections
800919,No assignment,N/A,12,No selections
800921,No assignment,N/A,9,No selections
800922,No assignment,N/A,19,No selections
800926,No assignment,N/A,24,No selections
801183,No assignment,N/A,99,No selections
800928,No assignment,N/A,15,No selections
801184,No assignment,N/A,47,No selections
800931,No assignment,N/A,22,No selections
800932,No assignment,N/A,49,No selections
801187,No assignment,N/A,87,No selections
801188,No assignment,N/A,39,No selections
800935,No assignment,N/A,10,No selections
800936,No assignment,N/A,56,No selections
800678,No assignment,N/A,23,No selections
1959,No assignment,N/A,2,No selections
800679,No assignment,N/A,45,No selections
801191,No assignment,N/A,68,No selections
800682,No assignment,N/A,6,No selections
800942,No assignment,N/A,27,No selections
800943,No assignment,N/A,37,No selections
800944,No assignment,N/A,67,No selections
500143,No assignment,N/A,97,No selections
800946,No assignment,N/A,58,No selections
500144,No assignment,N/A,14,No selections
800949,No assignment,N/A,57,No selections
801206,No assignment,N/A,73,No selections
801207,No assignment,N/A,71,No selections
800952,No assignment,N/A,7,No selections
801208,No assignment,N/A,94,No selections
801209,No assignment,N/A,77,No selections
801210,No assignment,N/A,74,No selections
801212,No assignment,N/A,107,No selections
801213,No assignment,N/A,85,No selections
801214,No assignment,N/A,86,No selections
800959,No assignment,N/A,35,No selections
800961,No assignment,N/A,16,No selections
801223,No assignment,N/A,70,No selections
800722,No assignment,N/A,36,No selections
800723,No assignment,N/A,53,No selections
800981,No assignment,N/A,17,No selections
2773,No assignment,N/A,48,No selections
800985,No assignment,N/A,63,No selections
801242,No assignment,N/A,76,No selections
800990,No assignment,N/A,41,No selections
2783,No assignment,N/A,28,No selections
800992,No assignment,N/A,32,No selections
800993,No assignment,N/A,62,No selections
801244,No assignment,N/A,51,No selections
800996,No assignment,N/A,60,No selections
800998,No assignment,N/A,34,No selections
800999,No assignment,N/A,65,No selections
801000,No assignment,N/A,43,No selections
801003,No assignment,N/A,106,No selections
801004,No assignment,N/A,52,No selections
801005,No assignment,N/A,64,No selections
801014,No assignment,N/A,18,No selections
801271,No assignment,N/A,89,No selections
801273,No assignment,N/A,82,No selections
801276,No assignment,N/A,88,No selections
801277,No assignment,N/A,90,No selections
801022,No assignment,N/A,66,No selections
801279,No assignment,N/A,81,No selections
