User,Assigned Item,Choice #,Rank,All Selections
800694,"US-EastC&D INT08:30AM - 05:30PM, =MTWRF=, Weekday",1 (1st),39,"US-EastC&D INT08:30AM - 05:30PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:15AM - 06:15PM, =MTWRF=, Weekday, US-EastC&D INT09:30AM - 06:30PM, =MTWRF=, Weekday, US-EastC&D INT09:45AM - 06:45PM, =MTWRF=, Weekday, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT08:30AM - 05:30PM, SMTWR==, Sun, US-EastC&D INT08:00AM - 05:00PM, SM==RFY, Both, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT07:00AM - 04:00PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, ==TWRFY, Sat, US-EastC&D INT10:15AM - 07:15PM, SMT==FY, Both, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT[4x10] 08:30AM - 07:30PM, =MTWR==, Weekday, US-EastC&D INT[4x10] 09:00AM - 08:00PM, SMTW===, Sun, , , , , , , , , , , "
2470,"US-EastC&D INT[4x10] 08:30AM - 07:30PM, =MTWR==, Weekday",1 (1st),40,"US-EastC&D INT[4x10] 08:30AM - 07:30PM, =MTWR==, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:30AM - 05:30PM, =MTWRF=, Weekday, US-EastC&D INT09:15AM - 06:15PM, =MTWRF=, Weekday, US-EastC&D INT09:30AM - 06:30PM, =MTWRF=, Weekday, US-EastC&D INT07:00AM - 04:00PM, =MTWRF=, Weekday, US-EastC&D INT08:30AM - 05:30PM, SMTWR==, Sun, US-EastC&D INT10:00AM - 07:00PM, ==TWRFY, Sat, US-EastC&D INT09:45AM - 06:45PM, =MTWRF=, Weekday, US-EastC&D INT[4x10] 09:00AM - 08:00PM, SMTW===, Sun, US-EastC&D INT08:00AM - 05:00PM, SM==RFY, Both, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT10:15AM - 07:15PM, SMT==FY, Both, , , , , , , , , , , "
800698,"US-EastC&D INT07:00AM - 04:00PM, =MTWRF=, Weekday",1 (1st),42,"US-EastC&D INT07:00AM - 04:00PM, =MTWRF=, Weekday, US-EastC&D INT[4x10] 08:30AM - 07:30PM, =MTWR==, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:30AM - 05:30PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:15AM - 06:15PM, =MTWRF=, Weekday, US-EastC&D INT09:30AM - 06:30PM, =MTWRF=, Weekday, US-EastC&D INT09:45AM - 06:45PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT08:30AM - 05:30PM, SMTWR==, Sun, US-EastC&D INT[4x10] 09:00AM - 08:00PM, SMTW===, Sun, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT10:00AM - 07:00PM, ==TWRFY, Sat, US-EastC&D INT08:00AM - 05:00PM, SM==RFY, Both, US-EastC&D INT10:15AM - 07:15PM, SMT==FY, Both, , , , , , , , , , , "
2635,"US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday",1 (1st),48,"US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:00AM - 05:00PM, =MTWRF=, Weekday, US-EastC&D INT08:30AM - 05:30PM, =MTWRF=, Weekday, US-EastC&D INT07:00AM - 04:00PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:00AM - 06:00PM, =MTWRF=, Weekday, US-EastC&D INT09:15AM - 06:15PM, =MTWRF=, Weekday, US-EastC&D INT09:30AM - 06:30PM, =MTWRF=, Weekday, US-EastC&D INT09:45AM - 06:45PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:00AM - 07:00PM, =MTWRF=, Weekday, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT10:30AM - 07:30PM, =MTWRF=, Weekday, US-EastC&D INT[4x10] 08:30AM - 07:30PM, =MTWR==, Weekday, US-EastC&D INT08:30AM - 05:30PM, SMTWR==, Sun, US-EastC&D INT[4x10] 09:00AM - 08:00PM, SMTW===, Sun, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT07:30AM - 04:30PM, ==TWRFY, Sat, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT09:30AM - 06:30PM, ==TWRFY, Sat, US-EastC&D INT10:00AM - 07:00PM, ==TWRFY, Sat, US-EastC&D INT08:00AM - 05:00PM, SM==RFY, Both, US-EastC&D INT10:15AM - 07:15PM, SMT==FY, Both, , , , , , , , , , , "
2054,No assignment,N/A,6,No selections
800265,No assignment,N/A,10,No selections
800267,No assignment,N/A,3,No selections
1810,No assignment,N/A,11,No selections
801043,No assignment,N/A,58,No selections
2068,No assignment,N/A,8,No selections
2357,No assignment,N/A,31,No selections
800321,No assignment,N/A,51,No selections
2376,No assignment,N/A,21,No selections
2637,No assignment,N/A,69,No selections
2639,No assignment,N/A,9,No selections
800081,No assignment,N/A,2,No selections
800343,No assignment,N/A,29,No selections
1368,No assignment,N/A,19,No selections
800344,No assignment,N/A,24,No selections
800096,No assignment,N/A,5,No selections
800615,No assignment,N/A,15,No selections
800634,No assignment,N/A,55,No selections
800635,No assignment,N/A,41,No selections
800382,No assignment,N/A,35,No selections
800384,No assignment,N/A,62,No selections
800649,No assignment,N/A,50,No selections
800651,No assignment,N/A,25,No selections
2444,No assignment,N/A,30,No selections
800653,No assignment,N/A,68,No selections
800652,No assignment,N/A,46,No selections
2443,No assignment,N/A,49,No selections
2445,No assignment,N/A,57,No selections
800655,No assignment,N/A,65,No selections
2450,No assignment,N/A,32,No selections
2451,No assignment,N/A,34,No selections
2457,No assignment,N/A,59,No selections
800930,No assignment,N/A,60,No selections
2467,No assignment,N/A,14,No selections
500133,No assignment,N/A,43,No selections
500134,No assignment,N/A,44,No selections
800681,No assignment,N/A,45,No selections
800684,No assignment,N/A,66,No selections
800945,No assignment,N/A,52,No selections
500146,No assignment,N/A,38,No selections
800948,No assignment,N/A,61,No selections
800693,No assignment,N/A,67,No selections
1727,No assignment,N/A,26,No selections
1740,No assignment,N/A,27,No selections
800974,No assignment,N/A,54,No selections
800975,No assignment,N/A,56,No selections
800976,No assignment,N/A,36,No selections
800977,No assignment,N/A,53,No selections
800979,No assignment,N/A,64,No selections
800980,No assignment,N/A,23,No selections
800983,No assignment,N/A,47,No selections
800984,No assignment,N/A,18,No selections
800218,No assignment,N/A,7,No selections
2800,No assignment,N/A,33,No selections
801019,No assignment,N/A,63,No selections
